po_number,po_item,vendor_id,category_code,plant_code,po_date,net_value_inr,quantity,unit,currency,doc_type,is_deleted
4500006497,30,0000013995,040,3300,2023-09-04,100004.06,4989.79,KG,INR,MK,False
4500005269,10,0000015057,034,1100,2025-07-14,1012098.51,3381.52,MT,INR,NB,False
4500010064,40,0000012696,056,5500,2025-01-30,10605.61,112.03,EA,INR,NB,False
4500006950,20,0000014418,042,3300,2023-10-26,100374.34,925.53,KG,INR,NB,False
4500013673,20,0000014027,074,6600,2023-08-30,5044.13,1336.6,LOT,USD,MK,False
4500002000,10,0000015067,012,2200,2024-07-25,10204.53,2885.97,SET,INR,NB,False
4500011514,20,0000014942,064,6600,2024-05-29,50419.41,1991.19,L,INR,NB,False
4500002472,10,0000014699,015,3300,2023-08-24,223253.99,4873.76,KG,INR,NB,False
4500006153,10,0000012874,039,4400,2023-07-19,40778696.51,863.23,KG,INR,FO,False
4500005297,30,0000014555,034,2200,2024-05-24,1000000.0,1789.7,MT,INR,NB,False
4500010920,20,0000013685,061,5500,2025-06-13,200000.0,4132.41,EA,INR,MK,False
4500010632,20,0000014186,060,5500,2023-03-07,210095.2,2413.58,MT,INR,NB,False
4500000820,20,0000013741,006,3300,2024-01-13,632937.54,2085.85,EA,INR,NB,False
4500006439,20,0000013568,040,5500,2025-07-02,104195.31,1201.02,MT,INR,NB,False
4500012294,50,0000013084,068,3300,2025-04-26,419881.09,165.56,EA,INR,NB,False
4500008268,20,0000014283,049,4400,2025-12-17,2273613.1,617.31,SET,INR,NB,False
4500007656,30,0000014760,046,3300,2025-01-06,50000.93,4610.88,KG,INR,NB,False
4500006516,10,0000014677,041,5500,2025-07-28,100250.61,4142.2,MT,INR,NB,False
4500007840,10,0000013291,047,1100,2025-12-25,610265.91,1540.68,EA,INR,NB,False
4500008448,40,0000015041,050,5500,2023-03-13,35602138.28,1949.14,L,INR,MK,False
4500009980,20,0000012696,056,3300,2024-04-06,107571.94,1736.87,KG,INR,NB,False
4500012750,40,0000013405,071,2200,2023-07-12,9213.39,523.15,KG,INR,NB,False
4500005302,40,0000015057,034,7700,2025-04-19,1702224.42,1456.61,MT,INR,FO,False
4500000202,30,0000013848,002,7700,2023-04-01,2461700.44,1613.3,LOT,INR,NB,False
4500013833,20,0000013071,074,4400,2024-02-06,5000.0,2790.12,MT,INR,NB,False
4500012643,50,0000013492,071,3300,2023-12-19,129491.85,2181.38,EA,INR,NB,False
4500006342,20,0000014655,040,5500,2025-04-15,100260.04,229.87,EA,INR,MK,False
4500006895,10,0000013717,042,5500,2025-04-22,100000.11,3696.77,EA,INR,NB,False
4500000717,30,0000014494,005,5500,2025-02-28,533327.53,1270.55,EA,INR,NB,False
4500012080,40,0000012601,067,2200,2024-04-30,552868.77,267.73,EA,INR,MK,False
4500012591,20,0000014924,070,5500,2024-04-06,194332.66,810.22,EA,INR,UB,False
4500001075,40,0000013057,008,4400,2023-09-24,1068313.78,3020.05,MT,INR,NB,False
4500001413,20,0000012345,009,1100,2025-05-03,55911.59,560.53,EA,INR,NB,False
4500001664,10,0000014766,010,7700,2025-12-05,6781990.59,178.7,LOT,INR,NB,False
4500006255,10,0000012348,039,4400,2024-10-13,492791.1,1038.76,MT,INR,NB,False
4500003455,10,0000014652,020,7700,2024-04-08,5431278.28,3520.3,KG,INR,MK,False
4500002191,10,0000014901,013,1100,2024-06-13,10000.75,3781.24,SET,EUR,NB,False
4500006083,20,0000015006,039,1100,2024-08-18,100000.0,485.57,SET,INR,NB,False
4500009024,10,0000014022,052,2200,2023-10-27,20032.18,4711.39,EA,INR,NB,False
4500003410,30,0000012826,019,7700,2023-05-19,5000000.1,2298.1,EA,INR,NB,False
4500005933,20,0000013043,038,4400,2023-03-06,344753.33,358.08,LOT,USD,NB,False
4500001158,10,0000012345,009,5500,2024-11-22,17207450.27,1601.97,LOT,INR,NB,False
4500004852,20,0000013972,031,2200,2025-07-06,62565712.18,3537.48,EA,INR,NB,False
4500003187,60,0000013330,018,5500,2025-03-01,10053.63,4854.41,L,INR,UB,False
4500011093,10,0000013183,061,7700,2023-02-16,253816.04,2109.64,KG,INR,NB,False
4500013373,40,0000014570,073,7700,2023-02-04,12902.23,4464.01,MT,USD,NB,False
4500009991,10,0000013677,056,6600,2024-06-29,10176.75,4953.31,EA,INR,NB,False
4500008706,30,0000014690,051,6600,2023-08-01,20634.58,958.19,MT,INR,UB,False
4500006623,20,0000013709,041,4400,2025-03-10,2414539.36,2575.36,L,INR,FO,False
4500001826,40,0000013824,011,4400,2025-11-27,53348.98,4816.74,EA,INR,NB,False
4500002128,30,0000015067,012,6600,2025-08-24,10000.1,318.19,SET,INR,NB,False
4500004478,30,0000014410,029,2200,2024-05-20,500992.99,2620.22,KG,INR,NB,False
4500000818,30,0000013492,006,2200,2025-07-05,600644.42,319.14,SET,INR,FO,False
4500009833,50,0000012981,055,5500,2024-01-19,10000.04,2727.77,EA,INR,NB,False
4500002839,20,0000014035,017,5500,2024-10-24,10200.98,599.86,EA,INR,NB,False
4500006303,10,0000014883,039,7700,2025-06-14,135355.84,101.68,EA,INR,FO,False
4500001614,20,0000014424,010,5500,2023-07-06,15595.14,3860.43,MT,INR,NB,False
4500007310,20,0000014790,044,5500,2024-12-30,50391.78,4602.99,L,INR,FO,False
4500005189,30,0000013995,033,4400,2024-05-08,1000008.62,2864.65,EA,INR,NB,False
4500008262,30,0000013537,049,3300,2024-12-31,20484.45,275.26,SET,INR,FO,False
4500005137,20,0000013995,033,3300,2024-03-20,1000579.22,2054.47,EA,INR,MK,False
4500012043,20,0000013062,067,7700,2023-09-30,51156.06,3915.06,MT,INR,NB,False
4500011637,40,0000014942,064,7700,2023-02-15,122924.97,3691.85,SET,INR,MK,False
4500012205,60,0000013084,068,5500,2025-01-17,52130.76,4057.79,EA,INR,MK,False
4500006263,10,0000014014,039,7700,2025-02-20,100071.8,1592.49,MT,INR,UB,False
4500001046,10,0000013057,008,6600,2024-04-13,616408.52,3540.66,EA,INR,MK,False
4500012933,20,0000013368,071,6600,2025-06-09,5147.89,1320.8,MT,INR,MK,False
4500003059,30,0000014341,017,6600,2024-11-24,10350.39,3165.13,LOT,INR,MK,False
4500013408,30,0000013368,073,7700,2024-11-12,5000.0,1038.1,EA,INR,NB,False
4500013311,20,0000013368,073,7700,2024-10-20,13060.33,743.56,L,INR,NB,False
4500006788,40,0000012348,041,3300,2023-07-17,100505.66,1182.56,EA,INR,NB,False
4500011602,30,0000014495,064,6600,2023-12-26,50000.12,2232.69,L,INR,NB,False
4500005809,10,0000014885,037,4400,2025-02-01,108704.15,3748.31,EA,INR,FO,False
4500001860,20,0000012466,011,5500,2025-10-20,10000.46,1592.1,EA,INR,NB,False
4500000172,40,0000013965,001,3300,2024-03-24,1146982.69,4475.07,SET,INR,MK,False
4500005470,20,0000013501,035,4400,2024-07-10,1000000.0,1384.06,SET,INR,NB,False
4500010159,10,0000014418,057,2200,2023-05-28,1487237.76,3301.18,KG,INR,UB,False
4500008092,30,0000013086,048,7700,2023-01-09,50000.0,4408.82,EA,INR,UB,False
4500000196,20,0000015105,002,7700,2024-01-14,741104.76,2596.75,EA,INR,MK,False
4500000194,10,0000012506,002,6600,2024-09-24,2659643.17,1837.09,LOT,INR,FO,False
4500002515,50,0000012647,016,7700,2024-07-28,10068.86,4492.33,KG,INR,FO,False
4500003726,20,0000015001,024,1100,2024-03-29,5001114.46,1763.75,EA,INR,NB,False
4500007091,10,0000014548,043,7700,2024-06-11,100000.2,3130.44,KG,INR,NB,False
4500012688,30,0000013405,071,1100,2024-10-02,5019.55,2039.44,MT,INR,MK,False
4500008627,10,0000013312,051,6600,2024-05-13,20000.0,2688.29,SET,INR,UB,False
4500004962,20,0000013646,032,3300,2024-04-03,1000648.49,1508.57,EA,EUR,FO,False
4500010174,10,0000014418,057,3300,2024-02-03,10216.38,39.24,MT,INR,NB,False
4500007627,20,0000014760,046,6600,2024-04-08,50610.21,635.53,EA,INR,NB,False
4500000159,40,0000014406,001,3300,2025-10-30,504446.22,880.68,KG,INR,NB,False
4500001268,20,0000012955,009,7700,2024-07-04,10174.23,1059.76,LOT,INR,NB,False
4500014039,60,0000012601,075,2200,2024-05-10,5153.03,3787.21,EA,INR,NB,False
4500000406,20,0000012817,003,5500,2025-04-27,527547.52,4090.46,LOT,INR,MK,False
4500009339,20,0000012915,054,3300,2023-12-23,10105.56,691.06,LOT,INR,NB,False
4500004995,20,0000012832,032,7700,2023-11-17,1004380.39,986.66,LOT,INR,FO,False
4500006666,20,0000013428,041,5500,2024-10-20,100006.96,3504.91,L,INR,FO,False
4500004479,30,0000013670,029,3300,2024-09-01,501231.06,2784.86,MT,USD,NB,False
4500014020,20,0000014555,075,4400,2024-02-09,5125.94,3862.44,L,INR,NB,False
4500003992,10,0000013241,026,1100,2025-04-21,500118.3,1391.17,SET,INR,NB,False
4500005553,20,0000012390,036,1100,2023-05-31,1000083.3,2536.51,KG,INR,FO,False
4500000963,30,0000013109,007,5500,2025-03-19,518045.43,2220.65,MT,INR,NB,False
4500012450,30,0000014385,069,6600,2024-08-04,50136.68,4468.44,EA,INR,UB,False
4500009502,10,0000012935,054,3300,2025-11-20,10021.55,4479.02,EA,INR,NB,False
4500005682,30,0000012543,037,5500,2023-12-23,3296765.71,94.46,EA,INR,FO,False
4500003224,20,0000013424,018,4400,2023-03-26,10087.02,4480.78,MT,USD,NB,False
4500002989,40,0000014341,017,6600,2025-03-09,2786559.07,4251.79,EA,INR,NB,False
4500013597,30,0000014570,073,3300,2024-08-25,5177.98,1314.01,EA,INR,NB,False
4500010876,20,0000013615,061,4400,2025-06-29,437008.16,750.2,MT,INR,NB,False
4500012422,30,0000014088,069,2200,2025-03-18,72863.94,2992.7,MT,USD,MK,False
4500007197,10,0000014032,044,7700,2025-06-22,67014.48,4151.92,KG,INR,NB,False
4500000898,50,0000013285,006,3300,2024-08-27,500000.45,4787.27,EA,INR,NB,False
4500010193,20,0000012902,057,2200,2023-09-07,31849.35,1278.38,KG,INR,FO,False
4500006685,30,0000013428,041,1100,2025-01-15,100056.83,681.5,SET,INR,MK,False
4500001390,50,0000012692,009,1100,2023-02-13,10058.14,4153.16,EA,INR,MK,False
4500008603,30,0000014354,051,6600,2025-11-20,22415.64,578.46,L,INR,NB,False
4500005669,10,0000013186,037,1100,2023-03-12,100032.03,741.58,LOT,INR,FO,False
4500005886,40,0000014111,038,4400,2023-09-25,90795214.27,4313.14,L,INR,MK,False
4500010066,40,0000012696,056,6600,2025-06-13,10019.3,1236.96,EA,INR,NB,False
4500003686,20,0000014721,023,4400,2023-12-03,5011586.12,4521.99,EA,INR,NB,False
4500009633,20,0000014845,055,5500,2024-11-01,10020.52,3712.87,SET,INR,NB,False
4500008677,10,0000014527,051,6600,2025-12-13,20000.0,4366.27,L,INR,NB,False
4500011626,10,0000014942,064,6600,2024-03-06,50000.07,816.72,SET,INR,FO,False
4500006013,20,0000015006,039,4400,2025-01-04,1061321.45,3434.93,MT,INR,MK,False
4500005958,10,0000012885,038,7700,2023-12-08,390566.88,4566.85,KG,INR,MK,False
4500006336,20,0000014555,040,7700,2023-10-07,1801663.81,890.2,EA,INR,MK,False
4500009232,20,0000014171,053,5500,2024-12-17,20002.7,4068.57,EA,INR,FO,False
4500013536,10,0000014942,073,3300,2025-10-11,5000.07,4711.72,EA,INR,NB,False
4500004633,60,0000013047,030,3300,2024-11-27,566106.58,123.27,EA,INR,NB,False
4500006002,30,0000012348,039,7700,2023-08-27,106125.18,3428.53,EA,INR,MK,False
4500008625,60,0000013403,051,6600,2025-03-19,20013.52,228.97,KG,INR,NB,False
4500000984,10,0000013109,007,7700,2024-06-21,500257.89,1589.2,EA,INR,FO,False
4500013140,50,0000014312,072,7700,2023-08-14,5023.56,4853.86,LOT,INR,UB,False
4500000035,50,0000012838,001,3300,2024-05-15,514940.43,4564.73,KG,INR,UB,False
4500001136,40,0000012876,009,5500,2025-09-22,10315.32,3295.43,EA,INR,NB,False
4500010236,20,0000012902,057,4400,2025-06-27,10016.14,1690.91,EA,INR,UB,False
4500003888,40,0000014652,026,5500,2023-01-13,500000.02,2860.55,EA,EUR,FO,False
4500011844,40,0000012421,066,6600,2025-06-02,50000.0,563.91,SET,INR,MK,False
4500012642,30,0000013492,071,7700,2025-08-09,5000.0,4520.31,SET,INR,NB,False
4500005367,10,0000015057,034,1100,2024-03-04,1000000.0,1184.34,SET,INR,FO,False
4500007823,30,0000014516,047,3300,2023-07-06,52760.69,1084.07,EA,INR,NB,False
4500008886,10,0000013239,051,2200,2025-09-12,1454218.46,2339.22,EA,INR,FO,False
4500012588,10,0000014924,070,1100,2023-05-04,50000.09,199.29,EA,INR,UB,False
4500003937,30,0000013698,026,6600,2025-11-30,15913175.5,4226.82,MT,USD,NB,False
4500011208,40,0000013481,062,5500,2025-10-29,50166.26,3581.48,EA,INR,FO,False
4500012988,20,0000013336,072,5500,2025-03-21,5008.99,148.84,KG,INR,NB,False
4500008158,20,0000013888,048,1100,2023-09-24,50000.18,8.93,EA,INR,FO,False
4500005915,30,0000012556,038,5500,2023-03-14,354631.04,3794.86,EA,INR,FO,False
4500009462,40,0000012876,054,5500,2023-06-28,25534.72,4820.33,MT,USD,NB,False
4500004789,30,0000014806,031,6600,2025-04-06,501726.5,446.47,LOT,INR,MK,False
4500003829,30,0000014672,025,6600,2023-06-21,501223.81,3069.44,EA,INR,NB,False
4500011474,50,0000012724,063,7700,2025-06-18,50268.37,4301.75,L,USD,FO,False
4500009523,20,0000012955,054,7700,2023-12-31,10354.64,1634.75,MT,INR,NB,False
4500011758,40,0000012443,065,3300,2025-01-22,60496.16,1580.45,EA,INR,NB,False
4500002920,20,0000014826,017,1100,2025-12-13,10000.0,2838.56,LOT,INR,FO,False
4500004077,20,0000013415,027,4400,2023-01-06,787986.59,2934.9,SET,EUR,NB,False
4500011382,20,0000014194,063,7700,2025-06-23,58603.88,2701.5,EA,INR,NB,False
4500009622,10,0000013024,055,2200,2024-07-28,521427.74,2479.83,LOT,INR,NB,False
4500006854,20,0000013717,042,3300,2023-02-28,100000.51,852.18,KG,INR,FO,False
4500013949,20,0000012473,074,2200,2023-12-28,5344.64,574.81,SET,INR,NB,False
4500003822,40,0000014672,025,7700,2025-02-12,505068.09,3905.14,SET,INR,NB,False
4500004266,40,0000013005,028,1100,2023-05-20,500021.31,2513.6,EA,INR,NB,False
4500012933,30,0000013368,071,6600,2025-06-09,1773502.5,4387.24,MT,INR,MK,False
4500009835,10,0000012805,055,5500,2025-10-08,10150.06,3416.9,EA,INR,NB,False
4500007131,40,0000014286,043,3300,2025-08-16,2303146.29,1946.94,KG,INR,NB,False
4500000869,10,0000013741,006,1100,2025-11-24,1665950.89,1062.94,SET,INR,MK,False
4500006181,30,0000014014,039,7700,2025-04-07,153893.2,1849.29,KG,INR,NB,False
4500012759,40,0000013396,071,7700,2024-06-07,5070.36,439.91,KG,INR,MK,False
4500012394,60,0000014088,069,2200,2024-10-25,405253.89,2266.26,EA,INR,NB,False
4500011801,20,0000012579,065,4400,2023-11-08,50000.06,4916.79,L,INR,NB,False
4500005116,10,0000014331,033,2200,2024-03-14,5494134.59,2073.17,EA,INR,MK,False
4500004163,10,0000014699,027,7700,2023-04-19,911425.45,2995.22,L,USD,NB,False
4500011590,50,0000014258,064,7700,2023-09-20,50042.27,2211.2,SET,INR,NB,False
4500004207,30,0000014856,028,1100,2025-03-09,507196.42,814.4,LOT,INR,NB,False
4500008501,30,0000013302,050,1100,2024-11-10,16489521.05,4396.98,L,INR,UB,False
4500009872,40,0000013047,055,2200,2024-01-07,10000.0,4263.0,EA,INR,NB,False
4500005683,30,0000014885,037,4400,2025-04-16,100000.0,2999.33,MT,USD,FO,False
4500010622,20,0000014672,059,3300,2024-01-09,224336.18,4849.48,KG,INR,NB,False
4500010640,50,0000014186,060,3300,2023-05-01,205903.73,1697.26,EA,INR,FO,False
4500005597,30,0000012914,036,5500,2024-04-17,1000000.0,4245.96,MT,INR,NB,False
4500002733,10,0000012672,016,7700,2025-10-16,10001.36,2261.13,EA,INR,UB,False
4500003568,50,0000012871,021,7700,2024-06-16,5000018.53,210.99,EA,EUR,NB,False
4500005830,10,0000014111,038,4400,2023-09-02,100000.26,4590.51,KG,INR,NB,False
4500013635,40,0000012718,074,2200,2023-08-12,5000.0,928.38,EA,INR,NB,False
4500006603,60,0000012692,041,5500,2024-02-09,100065.9,3597.62,EA,INR,UB,False
4500009695,30,0000013024,055,1100,2023-06-26,10495.96,3912.27,L,INR,UB,False
4500013294,10,0000014942,073,7700,2023-08-18,5000.0,4890.2,EA,INR,FO,False
4500004394,10,0000014410,029,6600,2024-04-15,774781.44,2834.47,EA,INR,FO,False
4500011307,10,0000014020,062,2200,2025-12-16,118274.8,3440.79,EA,INR,NB,False
4500013758,10,0000014027,074,3300,2023-07-15,5027.04,2536.64,EA,INR,NB,False
4500010611,20,0000013456,059,4400,2024-05-03,395387.68,1196.82,L,INR,NB,False
4500009043,30,0000014948,052,1100,2025-07-31,67469.75,2255.05,EA,INR,NB,False
4500012944,10,0000013492,071,3300,2024-01-25,180035.06,4376.33,SET,INR,NB,False
4500006329,10,0000012348,039,1100,2025-07-27,201013.46,2492.69,SET,INR,NB,False
4500001296,40,0000012807,009,1100,2024-01-03,10000.0,4846.17,EA,INR,NB,False
4500010179,30,0000014418,057,5500,2024-09-13,10000.0,7.81,EA,INR,NB,False
4500011518,30,0000014942,064,6600,2024-01-22,86448.49,2122.74,SET,INR,MK,False
4500010392,30,0000014560,058,2200,2024-08-05,200000.26,1820.96,EA,INR,NB,False
4500006243,20,0000013615,039,4400,2023-08-23,97870766.58,1766.18,LOT,INR,UB,False
4500002400,20,0000014699,015,6600,2023-12-23,4626961.33,4171.23,SET,USD,NB,False
4500001977,20,0000014621,012,5500,2025-01-17,10013.37,783.15,KG,INR,UB,False
4500013424,30,0000014424,073,4400,2024-12-05,5626.9,2407.17,L,INR,NB,False
4500007412,40,0000014283,045,7700,2024-09-18,55092.92,3947.09,MT,INR,NB,False
4500000816,10,0000013227,006,1100,2023-12-22,520962.67,3749.54,KG,INR,MK,False
4500011747,10,0000013489,065,3300,2025-06-12,127118301.16,1578.7,MT,INR,NB,False
4500010602,60,0000012401,059,6600,2024-05-22,206736231.73,1879.57,KG,INR,NB,False
4500008630,50,0000013239,051,2200,2024-06-22,21021.78,2448.99,SET,INR,NB,False
4500007915,40,0000014741,048,5500,2024-11-29,50000.02,895.11,EA,INR,UB,False
4500001918,10,0000012466,011,6600,2023-04-18,2770600.29,1382.87,SET,INR,NB,False
4500001245,50,0000012692,009,7700,2023-04-18,10001.32,1599.86,KG,INR,NB,False
4500007438,20,0000013137,045,4400,2023-10-27,88827.57,84.73,LOT,INR,FO,False
4500009185,30,0000012738,053,4400,2023-02-27,23418.18,4497.02,L,INR,NB,False
4500011503,10,0000014942,064,7700,2025-11-28,58816.23,2365.52,MT,INR,FO,False
4500003700,10,0000015001,024,5500,2025-01-18,5000003.86,2542.68,KG,USD,NB,False
4500006630,10,0000013120,041,1100,2025-03-18,131375511.64,931.06,EA,INR,MK,False
4500012209,30,0000015046,068,3300,2025-12-19,245902.86,4700.24,EA,INR,NB,False
4500002870,40,0000013840,017,6600,2023-12-15,10000.01,1087.27,MT,INR,NB,False
4500004954,60,0000013726,032,6600,2023-05-08,1000500.19,798.08,SET,EUR,FO,False
4500011276,30,0000014989,062,6600,2024-09-13,19560476.46,1872.19,KG,INR,MK,False
4500008897,30,0000013131,051,1100,2023-09-29,20017.55,1891.74,SET,INR,MK,False
4500007974,10,0000012935,048,7700,2025-01-12,50027.97,752.98,MT,INR,NB,False
4500008900,30,0000014465,051,6600,2023-01-25,13057844.35,4804.64,KG,INR,FO,False
4500003725,40,0000015001,024,1100,2024-04-24,5041583.09,2775.81,SET,INR,NB,False
4500004208,30,0000012666,028,2200,2023-10-22,907037.38,2775.14,SET,INR,MK,False
4500000567,40,0000013382,004,4400,2024-04-20,500353.7,4324.81,LOT,INR,NB,False
4500005209,40,0000014331,033,6600,2023-09-20,1000000.0,578.22,SET,INR,FO,False
4500009304,20,0000012863,054,7700,2025-02-22,467316.12,4596.34,MT,INR,NB,False
4500002494,10,0000013200,016,6600,2023-08-12,33770.56,3334.52,SET,INR,NB,False
4500004121,30,0000015083,027,4400,2025-11-21,7345725.84,4870.81,KG,INR,FO,False
4500003593,30,0000013867,022,7700,2024-01-20,5000009.03,4778.92,EA,EUR,NB,False
4500010293,50,0000014138,058,4400,2023-06-03,1006128.43,3389.02,KG,INR,NB,False
4500001680,10,0000014704,010,5500,2023-02-28,10002.79,2738.41,KG,INR,UB,False
4500010633,30,0000014186,060,7700,2023-01-01,272243140.94,4794.23,KG,INR,NB,False
4500004950,50,0000013646,032,7700,2024-05-17,1000005.51,4264.89,KG,INR,MK,False
4500003523,20,0000013637,020,5500,2023-05-11,5016683.93,3985.14,SET,USD,MK,False
4500014238,40,0000012955,075,7700,2024-02-29,5000.13,4763.82,EA,INR,NB,False
4500000588,10,0000014303,004,3300,2023-02-10,533065.14,1706.63,LOT,INR,NB,False
4500007657,20,0000013107,046,6600,2023-07-04,50200.86,184.31,KG,EUR,NB,False
4500011759,20,0000013489,065,3300,2025-12-06,51565.31,1254.39,MT,INR,FO,False
4500006218,30,0000012879,039,4400,2023-11-05,100000.0,3581.25,MT,INR,NB,False
4500008052,10,0000013086,048,3300,2025-08-22,50002.03,1085.88,MT,INR,FO,False
4500009300,10,0000012876,054,3300,2024-09-10,2624264.05,317.11,LOT,USD,NB,False
4500010752,30,0000014186,060,3300,2024-02-03,200223.74,4370.82,MT,INR,NB,False
4500012432,30,0000014385,069,6600,2023-02-05,52978.65,4971.09,MT,INR,NB,False
4500004987,20,0000013646,032,3300,2024-07-27,1000651.13,2438.03,L,USD,MK,False
4500011748,30,0000013489,065,5500,2025-12-12,50000.0,4377.75,KG,INR,FO,False
4500003186,20,0000012743,018,4400,2024-01-05,270281.18,681.84,MT,INR,NB,False
4500006486,10,0000014655,040,1100,2025-11-22,100000.0,4216.21,LOT,INR,MK,False
4500010774,30,0000014186,060,4400,2024-09-23,200707.81,1848.92,SET,INR,MK,False
4500010419,10,0000013353,058,4400,2023-07-23,3089832.58,1457.07,KG,INR,NB,False
4500005816,20,0000014885,037,7700,2024-04-08,150796.78,1342.2,MT,INR,NB,False
4500010351,10,0000014138,058,2200,2024-08-27,1958478.27,631.62,KG,INR,NB,False
4500007513,10,0000014138,045,5500,2024-06-23,50000.0,2762.95,L,INR,NB,False
4500003930,10,0000013698,026,7700,2024-04-02,731225.95,1071.29,KG,USD,NB,False
4500005857,10,0000013043,038,4400,2024-01-29,100000.21,4049.24,LOT,EUR,MK,False
4500003897,30,0000013241,026,3300,2023-06-15,500000.0,4989.58,EA,INR,NB,False
4500012633,10,0000013405,071,3300,2023-07-29,13837.43,3820.73,KG,INR,UB,False
4500002361,40,0000012537,015,3300,2024-06-10,10067.22,422.89,EA,INR,NB,False
4500007020,50,0000013279,043,1100,2025-01-05,21452113.44,475.98,EA,INR,NB,False
4500013145,20,0000014312,072,6600,2025-07-23,5000.0,3960.19,MT,INR,NB,False
4500007894,10,0000014740,048,1100,2024-09-08,180944.79,3401.9,LOT,INR,MK,False
4500007189,20,0000013086,044,4400,2025-10-26,50020.9,75.81,EA,INR,NB,False
4500005801,20,0000013186,037,1100,2023-12-05,106553.49,4048.84,EA,INR,NB,False
4500013192,20,0000013368,072,6600,2025-04-19,5095.77,2154.97,EA,INR,UB,False
4500003710,60,0000013682,024,5500,2025-12-14,5168376.29,4356.04,MT,INR,NB,False
4500002766,10,0000012902,016,7700,2023-07-04,46651.3,3103.32,SET,INR,NB,False
4500001306,20,0000013047,009,5500,2025-01-05,10312.3,4676.43,EA,USD,NB,False
4500000104,60,0000012838,001,3300,2023-04-13,513532.3,4388.63,EA,INR,FO,False
4500014211,10,0000012672,075,1100,2024-12-06,5611.15,3454.81,KG,INR,NB,False
4500004217,10,0000014856,028,7700,2023-03-25,509769.45,4704.99,MT,INR,FO,False
4500011129,50,0000013131,061,5500,2023-08-17,1199461.43,2803.46,EA,INR,MK,False
4500004684,20,0000013527,030,5500,2025-05-23,578988.52,1780.1,MT,INR,FO,False
4500002948,10,0000013977,017,5500,2024-12-11,10012.59,2926.03,L,INR,NB,False
4500003924,30,0000013698,026,2200,2025-01-18,651183.42,2404.95,KG,INR,FO,False
4500007005,10,0000014286,043,6600,2025-04-04,101119.0,2771.52,SET,INR,FO,False
4500011440,20,0000012646,063,2200,2025-09-12,50000.49,1775.45,SET,INR,NB,False
4500005563,40,0000012390,036,5500,2023-10-24,1000000.27,4322.67,MT,INR,NB,False
4500002696,10,0000012672,016,3300,2024-05-09,11999.59,1418.52,L,INR,UB,False
4500003486,30,0000014652,020,5500,2024-08-15,5000017.52,632.71,EA,USD,MK,False
4500006990,20,0000014418,042,3300,2023-04-24,1637108.67,127.29,EA,INR,NB,False
4500013061,30,0000014341,072,2200,2024-05-30,5231.73,2377.11,KG,INR,NB,False
4500007630,10,0000013107,046,7700,2024-07-09,50046.08,2583.39,EA,USD,NB,False
4500002342,10,0000012890,015,3300,2023-12-20,10000.0,4796.91,KG,INR,NB,False
4500008382,10,0000013537,049,5500,2025-04-19,20000.53,2683.86,EA,INR,NB,False
4500011603,50,0000014495,064,5500,2024-11-20,50034.7,2810.41,MT,INR,NB,False
4500003345,10,0000013780,018,4400,2023-08-21,10236.86,3987.32,MT,INR,NB,False
4500003509,20,0000012479,020,5500,2024-12-10,328134797.85,2006.61,EA,USD,NB,False
4500006639,10,0000012807,041,4400,2025-09-26,100000.0,4599.76,SET,INR,MK,False
4500002349,30,0000014699,015,6600,2023-02-12,10000.0,4273.89,KG,INR,NB,False
4500010686,20,0000014186,060,4400,2024-02-22,200000.0,2089.14,EA,INR,NB,False
4500003576,10,0000013867,022,7700,2023-11-27,5000022.32,4960.73,L,EUR,NB,False
4500014151,30,0000013239,075,7700,2025-07-11,5166.03,1826.15,MT,INR,NB,False
4500013465,40,0000013324,073,3300,2023-12-27,1871766.72,4077.57,LOT,USD,NB,False
4500001808,40,0000013470,011,4400,2025-11-17,12436.94,483.29,EA,INR,FO,False
4500005654,40,0000013186,037,7700,2024-07-19,63662526.8,1128.57,MT,INR,FO,False
4500010632,10,0000014186,060,5500,2023-03-07,200362.48,3747.13,L,INR,NB,False
4500014245,20,0000012706,075,4400,2024-01-10,5000.0,1331.75,MT,INR,NB,False
4500002605,10,0000013937,016,1100,2024-12-17,12362.26,675.73,EA,INR,NB,False
4500002190,20,0000014901,013,7700,2023-03-22,10386.19,1910.34,KG,INR,NB,False
4500003683,20,0000014079,023,4400,2024-11-15,6063623.45,2213.35,LOT,INR,NB,False
4500012616,30,0000013335,071,6600,2025-06-25,6474.16,501.38,SET,INR,FO,False
4500011456,20,0000012724,063,5500,2023-04-08,50150.69,3534.4,EA,USD,NB,False
4500013383,60,0000012817,073,3300,2025-06-13,5070.15,3659.79,L,INR,NB,False
4500010603,30,0000013456,059,1100,2024-04-02,200000.0,4517.18,L,INR,NB,False
4500010535,10,0000014672,059,2200,2025-03-02,200015.56,2370.43,MT,EUR,NB,False
4500008508,30,0000012786,050,6600,2025-09-27,20187.99,4369.82,MT,INR,NB,False
4500000166,40,0000013395,001,3300,2025-11-22,500177.47,1944.97,EA,EUR,MK,False
4500011314,30,0000015095,062,1100,2024-11-08,50142.89,4783.13,SET,INR,NB,False
4500007757,40,0000013291,047,4400,2024-12-28,50559.98,3024.74,L,INR,NB,False
4500009012,60,0000015031,052,4400,2025-12-01,20044.02,4461.53,EA,INR,NB,False
4500005745,10,0000013186,037,4400,2023-12-17,100232.99,4265.9,EA,INR,FO,False
