po_number,po_item,po_date,vendor_id,vendor_name,parent_company_group,category_code,category_name,category_l1,category_l2,plant_code,plant_name,region,net_value_inr,quantity,unit,currency,doc_type,contract_number,is_deleted
4500000993,20,2024-10-02,0000100008,Metso Outotec,,M030,Sulphuric Acid,Chemicals & Reagents,Sulphuric Acid,STC1,Sterlite Copper,Tamil Nadu,1906519,80,L,INR,NB,46001799,false
4500000994,10,2024-03-23,0000100063,Rajasthan Overseas Pvt Ltd,,M013,Crusher Parts,MRO & Spares,Crusher Parts,BAL1,BALCO,Chhattisgarh,2578768,25,SET,INR,NB,46001379,false
4500000995,10,2023-07-18,0000100147,Vindhyachal Industrial Corporation,,M010,Conveyor Components,MRO & Spares,Conveyor Components,COG1,Cairn Oil & Gas,Rajasthan,2516787,15,EA,INR,MK,46000733,false
4500000995,20,2023-07-18,0000100119,Godavari Manufacturing Co (0119),FLS-GRP,M014,Motor Spares,MRO & Spares,Motor Spares,COG1,Cairn Oil & Gas,Rajasthan,1391335,12,SET,INR,NB,46001317,false
4500000995,30,2023-07-18,0000100054,Narmada Industries,,M061,Control Valves,Instrumentation,Control Valves,COG1,Cairn Oil & Gas,Rajasthan,4053817,2,EA,EUR,MK,,false
4500000995,40,2023-07-18,0000100062,Malwa Overseas Pvt Ltd,,M004,Bauxite,Raw Materials,Bauxite,COG1,Cairn Oil & Gas,Rajasthan,20326939,498,MT,INR,NB,46000130,false
4500000995,50,2023-07-18,0000100036,Nilgiri Engineering Works,,M050,Safety Footwear,Safety & PPE,Safety Footwear,COG1,Cairn Oil & Gas,Rajasthan,1667100,30,EA,INR,FO,46001801,false
4500000996,10,2024-02-01,0000100112,Cauvery Trading Co (0112),SCHNEIDER-GRP,M007,Bearings,MRO & Spares,Bearings,HZL1,Hindustan Zinc,Rajasthan,858006,28,EA,INR,NB,,false
4500000996,20,2024-02-01,0000100119,Godavari Manufacturing Co (0119),FLS-GRP,M034,Diesel,Fuel & Energy,Diesel,HZL1,Hindustan Zinc,Rajasthan,10139727,416,MT,INR,NB,,false
4500000996,30,2024-02-01,0000100074,Rajasthan Technologies Pvt Ltd,,M012,Flotation Cells,MRO & Spares,Flotation Cells,HZL1,Hindustan Zinc,Rajasthan,8167416,25,EA,INR,MK,46001802,false
4500000996,40,2024-02-01,0000100008,Metso Outotec,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,HZL1,Hindustan Zinc,Rajasthan,46798360,374,MT,INR,NB,46001803,false
4500000997,10,2025-04-12,0000100047,Ganga Industrial Corporation,,M014,Motor Spares,MRO & Spares,Motor Spares,COG1,Cairn Oil & Gas,Rajasthan,5281020,23,EA,INR,NB,,false
4500000997,20,2025-04-12,0000100087,Desert Trading Co,,M051,Cement,Civil & Construction,Cement,COG1,Cairn Oil & Gas,Rajasthan,6210783,41,EA,INR,NB,,false
4500000997,30,2025-04-12,0000100144,Sterling Manufacturing Co,,M013,Crusher Parts,MRO & Spares,Crusher Parts,COG1,Cairn Oil & Gas,Rajasthan,3773171,36,SET,USD,NB,,false
4500000997,40,2025-04-12,0000100147,Vindhyachal Industrial Corporation,,M027,Sodium Cyanide,Chemicals & Reagents,Sodium Cyanide,COG1,Cairn Oil & Gas,Rajasthan,8797367,431,MT,INR,NB,46001804,false
4500000997,50,2025-04-12,0000100086,Marwar Engineering Works,,M005,Alumina,Raw Materials,Alumina,COG1,Cairn Oil & Gas,Rajasthan,67027207,20,MT,INR,MK,46001805,false
4500000998,10,2024-05-17,0000100130,Marwar Industries,,M050,Safety Footwear,Safety & PPE,Safety Footwear,STC1,Sterlite Copper,Tamil Nadu,631957,23,EA,INR,FO,46001806,false
4500000998,20,2024-05-17,0000100089,Nilgiri Equipment Ltd,,M012,Flotation Cells,MRO & Spares,Flotation Cells,STC1,Sterlite Copper,Tamil Nadu,1979316,4,EA,INR,NB,46001807,false
4500000999,10,2025-01-08,0000100099,Mewar Overseas Pvt Ltd (0099),,M007,Bearings,MRO & Spares,Bearings,BAL1,BALCO,Chhattisgarh,1751333,10,EA,INR,NB,,false
4500000999,20,2025-01-08,0000100024,GAIL India Ltd,,M027,Sodium Cyanide,Chemicals & Reagents,Sodium Cyanide,BAL1,BALCO,Chhattisgarh,2939628,154,MT,INR,NB,46001808,false
4500000999,30,2025-01-08,0000100052,Ganga Engineering Works,,M018,Conveyor Systems,Capital Equipment,Conveyor Systems,BAL1,BALCO,Chhattisgarh,125230168,5,SET,INR,UB,,false
4500000999,40,2025-01-08,0000100131,Deccan Enterprises,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,BAL1,BALCO,Chhattisgarh,6316579,41,EA,INR,NB,46001809,false
4500000999,50,2025-01-08,0000100073,Cauvery Manufacturing Co,,M040,Road Transport,Logistics & Transport,Road Transport,BAL1,BALCO,Chhattisgarh,6029906,21,LOT,INR,NB,46001810,false
4500001000,10,2025-04-08,0000100089,Nilgiri Equipment Ltd,,M010,Conveyor Components,MRO & Spares,Conveyor Components,HZL1,Hindustan Zinc,Rajasthan,164694,40,EA,INR,UB,46001811,false
4500001000,20,2025-04-08,0000100127,Desert Enterprises (0127),METSO-GRP,M059,Flow Meters,Instrumentation,Flow Meters,HZL1,Hindustan Zinc,Rajasthan,41544946,36,EA,INR,NB,46001812,false
4500001000,30,2025-04-08,0000100148,Shree Balaji Enterprises,WEIR-GRP,M010,Conveyor Components,MRO & Spares,Conveyor Components,HZL1,Hindustan Zinc,Rajasthan,20000000,12,EA,INR,NB,46001339,false
4500001000,40,2025-04-08,0000100140,Narmada Industries (0140),SANDVIK-GRP,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,HZL1,Hindustan Zinc,Rajasthan,6534641,24,EA,INR,UB,46001813,false
4500001001,10,2025-01-28,0000100097,Sterling Industrial Corporation (0097),,M052,Steel Structures,Civil & Construction,Steel Structures,IOD1,Iron Ore Division,Goa,9080093,25,LOT,INR,MK,,false
4500001002,10,2024-11-15,0000100067,National Enterprises,,M014,Motor Spares,MRO & Spares,Motor Spares,IOD1,Iron Ore Division,Goa,12724620,32,EA,INR,NB,46001814,false
4500001003,10,2023-08-29,0000100036,Nilgiri Engineering Works,,M013,Crusher Parts,MRO & Spares,Crusher Parts,HZL1,Hindustan Zinc,Rajasthan,2787027,10,SET,INR,NB,46001815,false
4500001003,20,2023-08-29,0000100099,Mewar Overseas Pvt Ltd (0099),,M046,Telecom Services,IT & Telecom,Telecom Services,HZL1,Hindustan Zinc,Rajasthan,1070048,38,EA,INR,NB,,false
4500001003,30,2023-08-29,0000100040,Krishna Trading Co,,M041,Port Handling,Logistics & Transport,Port Handling,HZL1,Hindustan Zinc,Rajasthan,8966117,7,LOT,INR,NB,46001816,false
4500001003,40,2023-08-29,0000100117,Yamuna Suppliers Pvt Ltd,WEIR-GRP,M038,Natural Gas,Fuel & Energy,Natural Gas,HZL1,Hindustan Zinc,Rajasthan,9746747,238,L,INR,NB,46001817,false
4500001004,10,2025-05-06,0000100017,JSW Steel Ltd,,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,HZL1,Hindustan Zinc,Rajasthan,7293604,18,LOT,INR,NB,,false
4500001004,20,2025-05-06,0000100008,Metso Outotec,,M025,Housekeeping Services,Services,Housekeeping Services,HZL1,Hindustan Zinc,Rajasthan,6792868,12,LOT,INR,NB,,false
4500001004,30,2025-05-06,0000100143,Deccan Overseas Pvt Ltd (0143),,M062,PLC & DCS Systems,Instrumentation,PLC & DCS Systems,HZL1,Hindustan Zinc,Rajasthan,6720698,1,SET,INR,NB,46001818,false
4500001004,40,2025-05-06,0000100148,Shree Balaji Enterprises,WEIR-GRP,M043,Hardware,IT & Telecom,Hardware,HZL1,Hindustan Zinc,Rajasthan,1678149,25,EA,INR,NB,46001819,false
4500001005,10,2025-10-30,0000100062,Malwa Overseas Pvt Ltd,,M034,Diesel,Fuel & Energy,Diesel,HZL1,Hindustan Zinc,Rajasthan,15596263,55,L,INR,NB,46001820,false
4500001006,10,2025-01-06,0000100109,Mewar Suppliers Pvt Ltd,,M019,Electrolytic Cells,Capital Equipment,Electrolytic Cells,HZL1,Hindustan Zinc,Rajasthan,169207713,22,EA,INR,NB,46001821,false
4500001007,10,2024-01-23,0000100027,Honeywell Automation India,,M004,Bauxite,Raw Materials,Bauxite,COG1,Cairn Oil & Gas,Rajasthan,19438110,55,MT,INR,NB,46001822,false
4500001007,20,2024-01-23,0000100017,JSW Steel Ltd,,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,COG1,Cairn Oil & Gas,Rajasthan,5065489,30,LOT,INR,UB,,false
4500001007,30,2024-01-23,0000100014,Kirloskar Brothers Ltd,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,COG1,Cairn Oil & Gas,Rajasthan,10588601,476,MT,INR,NB,46001823,false
4500001007,40,2024-01-23,0000100088,Aravali Manufacturing Co,,M024,Consulting Services,Services,Consulting Services,COG1,Cairn Oil & Gas,Rajasthan,57381394,1,LOT,INR,NB,46000724,false
4500001007,50,2024-01-23,0000100019,UltraTech Cement Ltd,,M025,Housekeeping Services,Services,Housekeeping Services,COG1,Cairn Oil & Gas,Rajasthan,13608909,48,LOT,INR,NB,,false
4500001008,10,2025-09-05,0000100025,Weir Minerals India,,M007,Bearings,MRO & Spares,Bearings,COR1,Corporate / Shared Services,Maharashtra,2381295,8,EA,INR,UB,46001562,false
4500001008,20,2025-09-05,0000100073,Cauvery Manufacturing Co,,M062,PLC & DCS Systems,Instrumentation,PLC & DCS Systems,COR1,Corporate / Shared Services,Maharashtra,50001328,20,EA,INR,UB,46001824,false
4500001008,30,2025-09-05,0000100100,Bharat Fabricators,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,COR1,Corporate / Shared Services,Maharashtra,4971822,6,EA,INR,NB,46000877,false
4500001008,40,2025-09-05,0000100005,Siemens India Ltd,,M039,Rail Freight,Logistics & Transport,Rail Freight,COR1,Corporate / Shared Services,Maharashtra,2285331,36,LOT,INR,FO,,false
4500001008,50,2025-09-05,0000100085,Sahyadri Industrial Corporation (0085),METSO-GRP,M011,Grinding Media,MRO & Spares,Grinding Media,COR1,Corporate / Shared Services,Maharashtra,4209684,24,SET,INR,NB,46001825,false
4500001009,10,2023-01-09,0000100065,Vindhyachal Engineering Works,,M060,Analyzers,Instrumentation,Analyzers,HZL1,Hindustan Zinc,Rajasthan,25000372,30,SET,INR,FO,46000595,false
4500001010,10,2024-07-14,0000100073,Cauvery Manufacturing Co,,M057,Switchgear,Electrical,Switchgear,COG1,Cairn Oil & Gas,Rajasthan,7833238,7,SET,INR,NB,,false
4500001011,10,2023-03-14,0000100082,Precision Industries,,M038,Natural Gas,Fuel & Energy,Natural Gas,COG1,Cairn Oil & Gas,Rajasthan,28770175,204,L,INR,NB,46001826,false
4500001012,10,2024-12-12,0000100117,Yamuna Suppliers Pvt Ltd,WEIR-GRP,M031,Lime,Chemicals & Reagents,Lime,VAL1,Vedanta Aluminium,Odisha,2304656,222,KG,INR,NB,,false
4500001013,10,2024-03-13,0000100052,Ganga Engineering Works,,M004,Bauxite,Raw Materials,Bauxite,BAL1,BALCO,Chhattisgarh,56351628,330,MT,INR,MK,,false
4500001013,20,2024-03-13,0000100022,Indian Oil Corporation Ltd,,M005,Alumina,Raw Materials,Alumina,BAL1,BALCO,Chhattisgarh,20830925,53,MT,INR,UB,46001827,false
4500001013,30,2024-03-13,0000100022,Indian Oil Corporation Ltd,,M018,Conveyor Systems,Capital Equipment,Conveyor Systems,BAL1,BALCO,Chhattisgarh,62397699,30,SET,INR,NB,46001828,false
4500001013,40,2024-03-13,0000100063,Rajasthan Overseas Pvt Ltd,,M060,Analyzers,Instrumentation,Analyzers,BAL1,BALCO,Chhattisgarh,9888736,27,EA,INR,NB,46001829,false
4500001013,50,2024-03-13,0000100095,Godavari Manufacturing Co,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,BAL1,BALCO,Chhattisgarh,3622622,45,SET,INR,MK,46001830,false
4500001014,10,2023-12-16,0000100129,Nilgiri Enterprises,,M039,Rail Freight,Logistics & Transport,Rail Freight,IOD1,Iron Ore Division,Goa,3084114,7,LOT,INR,NB,46001831,false
4500001015,10,2025-05-16,0000100158,Apex Fabricators,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,STC1,Sterlite Copper,Tamil Nadu,37550076,35,MT,INR,NB,46000911,false
4500001015,20,2025-05-16,0000100158,Apex Fabricators,,M024,Consulting Services,Services,Consulting Services,STC1,Sterlite Copper,Tamil Nadu,19504959,27,LOT,INR,UB,,false
4500001015,30,2025-05-16,0000100031,Malwa Engineering Works,,M049,Gas Detectors,Safety & PPE,Gas Detectors,STC1,Sterlite Copper,Tamil Nadu,270085,31,EA,INR,NB,,false
4500001015,40,2025-05-16,0000100148,Shree Balaji Enterprises,WEIR-GRP,M011,Grinding Media,MRO & Spares,Grinding Media,STC1,Sterlite Copper,Tamil Nadu,2846507,46,SET,INR,NB,46000336,false
4500001015,50,2025-05-16,0000100050,Bharat Overseas Pvt Ltd,,M032,Flocculants,Chemicals & Reagents,Flocculants,STC1,Sterlite Copper,Tamil Nadu,34145465,346,MT,INR,NB,,false
4500001016,10,2025-03-27,0000100153,Precision Engineering Works,,M004,Bauxite,Raw Materials,Bauxite,HZL1,Hindustan Zinc,Rajasthan,104098653,349,MT,EUR,NB,,false
4500001017,10,2023-11-07,0000100075,Yamuna Fabricators,,M039,Rail Freight,Logistics & Transport,Rail Freight,COR1,Corporate / Shared Services,Maharashtra,6592572,15,LOT,EUR,NB,46001832,false
4500001017,20,2023-11-07,0000100066,Apex Overseas Pvt Ltd,,M029,Frothers,Chemicals & Reagents,Frothers,COR1,Corporate / Shared Services,Maharashtra,3730553,329,MT,USD,NB,,false
4500001017,30,2023-11-07,0000100004,ABB India Ltd,ADANI-GRP,M038,Natural Gas,Fuel & Energy,Natural Gas,COR1,Corporate / Shared Services,Maharashtra,8650889,178,L,INR,NB,,false
4500001017,40,2023-11-07,0000100090,Krishna Engineering Works (0090),,M064,Drums & Containers,Packaging,Drums & Containers,COR1,Corporate / Shared Services,Maharashtra,159747,50,EA,INR,NB,46001833,false
4500001017,50,2023-11-07,0000100004,ABB India Ltd,ADANI-GRP,M034,Diesel,Fuel & Energy,Diesel,COR1,Corporate / Shared Services,Maharashtra,125584584,228,L,INR,MK,,false
4500001018,10,2025-03-29,0000100122,Precision Equipment Ltd,,M052,Steel Structures,Civil & Construction,Steel Structures,STC1,Sterlite Copper,Tamil Nadu,8933732,20,LOT,EUR,NB,46001834,false
4500001018,20,2025-03-29,0000100156,Cauvery Fabricators,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,STC1,Sterlite Copper,Tamil Nadu,1233007,16,EA,INR,NB,46001835,false
4500001018,30,2025-03-29,0000100044,Apex Suppliers Pvt Ltd,,M010,Conveyor Components,MRO & Spares,Conveyor Components,STC1,Sterlite Copper,Tamil Nadu,9209101,17,EA,INR,NB,46001836,false
4500001018,40,2025-03-29,0000100102,Yamuna Industrial Corporation,,M014,Motor Spares,MRO & Spares,Motor Spares,STC1,Sterlite Copper,Tamil Nadu,1424054,2,SET,EUR,NB,,false
4500001018,50,2025-03-29,0000100003,Thermax Ltd,,M012,Flotation Cells,MRO & Spares,Flotation Cells,STC1,Sterlite Copper,Tamil Nadu,3221791,1,SET,INR,NB,46000056,false
4500001019,10,2023-02-27,0000100050,Bharat Overseas Pvt Ltd,,M005,Alumina,Raw Materials,Alumina,VAL1,Vedanta Aluminium,Odisha,4595873,189,MT,INR,NB,46001837,false
4500001019,20,2023-02-27,0000100013,Cummins India Ltd,,M058,VFDs & Drives,Electrical,VFDs & Drives,VAL1,Vedanta Aluminium,Odisha,14411235,20,SET,INR,NB,,false
4500001019,30,2023-02-27,0000100061,Rajasthan Industries,,M005,Alumina,Raw Materials,Alumina,VAL1,Vedanta Aluminium,Odisha,126458943,305,MT,INR,NB,46001838,false
4500001019,40,2023-02-27,0000100049,Vindhya Engineering Works,,M019,Electrolytic Cells,Capital Equipment,Electrolytic Cells,VAL1,Vedanta Aluminium,Odisha,316813176,47,SET,INR,NB,46001839,false
4500001020,10,2024-08-14,0000100039,Desert Enterprises,,M031,Lime,Chemicals & Reagents,Lime,HZL1,Hindustan Zinc,Rajasthan,8018876,127,KG,USD,NB,46001840,false
4500001020,20,2024-08-14,0000100001,Tata Steel Ltd,,M010,Conveyor Components,MRO & Spares,Conveyor Components,HZL1,Hindustan Zinc,Rajasthan,15061839,1,EA,INR,NB,46000873,false
4500001020,30,2024-08-14,0000100143,Deccan Overseas Pvt Ltd (0143),,M031,Lime,Chemicals & Reagents,Lime,HZL1,Hindustan Zinc,Rajasthan,1105416,389,KG,INR,NB,46000767,false
4500001021,10,2025-09-30,0000100063,Rajasthan Overseas Pvt Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,30892943,227,MT,INR,UB,46000043,false
4500001021,20,2025-09-30,0000100021,Container Corporation of India,,M055,Cables & Wires,Electrical,Cables & Wires,VAL1,Vedanta Aluminium,Odisha,25858816,12,SET,INR,NB,,false
4500001021,30,2025-09-30,0000100114,Yamuna Equipment Ltd,,M037,Electricity Purchase,Fuel & Energy,Electricity Purchase,VAL1,Vedanta Aluminium,Odisha,15915129,99,L,INR,UB,,false
4500001022,10,2024-09-05,0000100029,Grundfos Pumps India,,M061,Control Valves,Instrumentation,Control Valves,VAL1,Vedanta Aluminium,Odisha,7517756,39,SET,INR,NB,,false
4500001022,20,2024-09-05,0000100051,Orient Equipment Ltd,ABB-GRP,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,VAL1,Vedanta Aluminium,Odisha,1030420,4,EA,INR,NB,46001841,false
4500001022,30,2024-09-05,0000100021,Container Corporation of India,,M023,Civil Works,Services,Civil Works,VAL1,Vedanta Aluminium,Odisha,12601110,44,LOT,INR,FO,,false
4500001023,10,2024-10-10,0000100045,Godavari Industrial Corporation,METSO-GRP,M060,Analyzers,Instrumentation,Analyzers,VAL1,Vedanta Aluminium,Odisha,7714460,14,SET,INR,FO,46001842,false
4500001023,20,2024-10-10,0000100104,Vindhya Equipment Ltd,,M047,Helmets & Protective Gear,Safety & PPE,Helmets & Protective Gear,VAL1,Vedanta Aluminium,Odisha,1028819,50,EA,INR,MK,46001843,false
4500001023,30,2024-10-10,0000100029,Grundfos Pumps India,,M007,Bearings,MRO & Spares,Bearings,VAL1,Vedanta Aluminium,Odisha,1830674,30,EA,INR,NB,46001844,false
4500001024,10,2025-04-23,0000100019,UltraTech Cement Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,STC1,Sterlite Copper,Tamil Nadu,59328248,211,MT,INR,NB,46001845,false
4500001024,20,2025-04-23,0000100063,Rajasthan Overseas Pvt Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,STC1,Sterlite Copper,Tamil Nadu,21265630,443,MT,INR,NB,46000043,false
4500001024,30,2025-04-23,0000100044,Apex Suppliers Pvt Ltd,,M010,Conveyor Components,MRO & Spares,Conveyor Components,STC1,Sterlite Copper,Tamil Nadu,2646568,25,SET,INR,NB,46001836,false
4500001024,40,2025-04-23,0000100141,Satpura Industrial Corporation,ABB-GRP,M022,Logistics Services,Services,Logistics Services,STC1,Sterlite Copper,Tamil Nadu,54880636,37,LOT,INR,UB,,false
4500001025,10,2024-10-04,0000100134,Nilgiri Equipment Ltd (0134),,M045,Network Services,IT & Telecom,Network Services,HZL1,Hindustan Zinc,Rajasthan,5206806,42,LOT,INR,NB,46000942,false
4500001025,20,2024-10-04,0000100079,Vindhyachal Trading Co,WEIR-GRP,M044,Software Licenses,IT & Telecom,Software Licenses,HZL1,Hindustan Zinc,Rajasthan,5674028,14,EA,INR,NB,46001846,false
4500001025,30,2024-10-04,0000100159,Cauvery Equipment Ltd,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,HZL1,Hindustan Zinc,Rajasthan,544963,24,SET,INR,NB,46001847,false
4500001026,10,2025-11-16,0000100026,Flowserve India,,M022,Logistics Services,Services,Logistics Services,STC1,Sterlite Copper,Tamil Nadu,31233475,23,LOT,INR,NB,46001376,false
4500001026,20,2025-11-16,0000100051,Orient Equipment Ltd,ABB-GRP,M011,Grinding Media,MRO & Spares,Grinding Media,STC1,Sterlite Copper,Tamil Nadu,3892200,8,SET,INR,NB,46001848,false
4500001027,10,2023-04-02,0000100022,Indian Oil Corporation Ltd,,M023,Civil Works,Services,Civil Works,HZL1,Hindustan Zinc,Rajasthan,11635710,46,LOT,INR,NB,46001849,false
4500001027,20,2023-04-02,0000100093,Konkan Overseas Pvt Ltd,,M022,Logistics Services,Services,Logistics Services,HZL1,Hindustan Zinc,Rajasthan,6916958,44,LOT,USD,NB,46001850,false
4500001028,10,2025-04-13,0000100024,GAIL India Ltd,,M011,Grinding Media,MRO & Spares,Grinding Media,BAL1,BALCO,Chhattisgarh,5503560,42,EA,INR,NB,46000424,false
4500001028,20,2025-04-13,0000100122,Precision Equipment Ltd,,M023,Civil Works,Services,Civil Works,BAL1,BALCO,Chhattisgarh,6453015,38,LOT,USD,NB,46000761,false
4500001029,10,2023-05-09,0000100070,Mewar Overseas Pvt Ltd,WEIR-GRP,M049,Gas Detectors,Safety & PPE,Gas Detectors,HZL1,Hindustan Zinc,Rajasthan,573196,28,EA,INR,FO,,false
4500001029,20,2023-05-09,0000100102,Yamuna Industrial Corporation,,M038,Natural Gas,Fuel & Energy,Natural Gas,HZL1,Hindustan Zinc,Rajasthan,15071478,44,MT,EUR,UB,46001852,false
4500001029,30,2023-05-09,0000100138,Aravali Suppliers Pvt Ltd,,M024,Consulting Services,Services,Consulting Services,HZL1,Hindustan Zinc,Rajasthan,10375623,28,LOT,INR,NB,46000376,false
4500001030,10,2025-01-18,0000100030,Tega Industries Ltd,,M013,Crusher Parts,MRO & Spares,Crusher Parts,HZL1,Hindustan Zinc,Rajasthan,6942297,42,SET,INR,NB,46001853,false
4500001030,20,2025-01-18,0000100018,Grasim Industries Ltd,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,HZL1,Hindustan Zinc,Rajasthan,26946386,369,MT,INR,NB,,false
4500001031,10,2023-11-02,0000100064,Vindhyachal Overseas Pvt Ltd,SANDVIK-GRP,M023,Civil Works,Services,Civil Works,BAL1,BALCO,Chhattisgarh,7416196,37,LOT,INR,NB,,false
4500001031,20,2023-11-02,0000100014,Kirloskar Brothers Ltd,,M052,Steel Structures,Civil & Construction,Steel Structures,BAL1,BALCO,Chhattisgarh,3831871,37,LOT,INR,MK,46001854,false
4500001031,30,2023-11-02,0000100051,Orient Equipment Ltd,ABB-GRP,M022,Logistics Services,Services,Logistics Services,BAL1,BALCO,Chhattisgarh,18372166,22,LOT,INR,NB,,false
4500001031,40,2023-11-02,0000100096,Krishna Industries,,M035,Furnace Oil,Fuel & Energy,Furnace Oil,BAL1,BALCO,Chhattisgarh,113873771,333,MT,INR,NB,,false
4500001032,10,2025-08-20,0000100091,Aravali Manufacturing Co (0091),,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,6987302,277,MT,INR,NB,46001583,false
4500001033,10,2025-02-05,0000100050,Bharat Overseas Pvt Ltd,,M009,Pumps,MRO & Spares,Pumps,HZL1,Hindustan Zinc,Rajasthan,346718,20,SET,INR,UB,46001856,false
4500001033,20,2025-02-05,0000100127,Desert Enterprises (0127),METSO-GRP,M005,Alumina,Raw Materials,Alumina,HZL1,Hindustan Zinc,Rajasthan,19818360,424,MT,INR,MK,46001857,false
4500001034,10,2024-05-29,0000100078,Aravali Engineering Works,ABB-GRP,M055,Cables & Wires,Electrical,Cables & Wires,VAL1,Vedanta Aluminium,Odisha,10412690,10,SET,INR,NB,46001623,false
4500001034,20,2024-05-29,0000100104,Vindhya Equipment Ltd,,M053,Ready Mix Concrete,Civil & Construction,Ready Mix Concrete,VAL1,Vedanta Aluminium,Odisha,21632671,125,MT,INR,UB,46001858,false
4500001034,30,2024-05-29,0000100140,Narmada Industries (0140),SANDVIK-GRP,M039,Rail Freight,Logistics & Transport,Rail Freight,VAL1,Vedanta Aluminium,Odisha,5916877,24,LOT,INR,NB,,false
4500001035,10,2023-04-29,0000100089,Nilgiri Equipment Ltd,,M051,Cement,Civil & Construction,Cement,HZL1,Hindustan Zinc,Rajasthan,17697206,32,LOT,INR,NB,46001775,false
4500001035,20,2023-04-29,0000100055,Krishna Industrial Corporation,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,HZL1,Hindustan Zinc,Rajasthan,25807508,460,MT,USD,NB,46001219,false
4500001035,30,2023-04-29,0000100080,Mewar Fabricators,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,HZL1,Hindustan Zinc,Rajasthan,363582,17,EA,INR,NB,46001859,false
4500001036,10,2023-04-08,0000100044,Apex Suppliers Pvt Ltd,,M041,Port Handling,Logistics & Transport,Port Handling,VAL1,Vedanta Aluminium,Odisha,7372991,33,LOT,INR,NB,46001860,false
4500001036,20,2023-04-08,0000100065,Vindhyachal Engineering Works,,M026,Security Services,Services,Security Services,VAL1,Vedanta Aluminium,Odisha,34762401,30,LOT,INR,MK,46001861,false
4500001036,30,2023-04-08,0000100099,Mewar Overseas Pvt Ltd (0099),,M051,Cement,Civil & Construction,Cement,VAL1,Vedanta Aluminium,Odisha,68444346,12,LOT,INR,NB,46001862,false
4500001036,40,2023-04-08,0000100090,Krishna Engineering Works (0090),,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,VAL1,Vedanta Aluminium,Odisha,8755344,47,LOT,INR,NB,,false
4500001036,50,2023-04-08,0000100055,Krishna Industrial Corporation,,M005,Alumina,Raw Materials,Alumina,VAL1,Vedanta Aluminium,Odisha,25493319,242,MT,INR,NB,,false
4500001037,10,2025-04-04,0000100136,Rajasthan Trading Co,ABB-GRP,M064,Drums & Containers,Packaging,Drums & Containers,VAL1,Vedanta Aluminium,Odisha,1072262,38,EA,INR,NB,46001863,false
4500001037,20,2025-04-04,0000100034,Rajasthan Fabricators,METSO-GRP,M011,Grinding Media,MRO & Spares,Grinding Media,VAL1,Vedanta Aluminium,Odisha,1152516,1,EA,INR,FO,46001864,false
4500001037,30,2025-04-04,0000100151,National Industrial Corporation,,M010,Conveyor Components,MRO & Spares,Conveyor Components,VAL1,Vedanta Aluminium,Odisha,2143463,46,SET,INR,NB,,false
4500001037,40,2025-04-04,0000100011,Caterpillar Inc,,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,VAL1,Vedanta Aluminium,Odisha,4504841,4,LOT,USD,NB,,false
4500001038,10,2025-03-01,0000100086,Marwar Engineering Works,,M026,Security Services,Services,Security Services,COR1,Corporate / Shared Services,Maharashtra,20915720,20,LOT,INR,NB,46000572,false
4500001038,20,2025-03-01,0000100140,Narmada Industries (0140),SANDVIK-GRP,M012,Flotation Cells,MRO & Spares,Flotation Cells,COR1,Corporate / Shared Services,Maharashtra,2954011,14,SET,INR,NB,46000038,false
4500001039,10,2025-12-05,0000100023,Bharat Petroleum Corporation Ltd,SIEMENS-GRP,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,COR1,Corporate / Shared Services,Maharashtra,24874758,77,MT,INR,NB,,false
4500001039,20,2025-12-05,0000100062,Malwa Overseas Pvt Ltd,,M024,Consulting Services,Services,Consulting Services,COR1,Corporate / Shared Services,Maharashtra,4801847,29,LOT,INR,UB,46001865,false
4500001040,10,2023-05-19,0000100114,Yamuna Equipment Ltd,,M036,Petroleum Coke,Fuel & Energy,Petroleum Coke,COG1,Cairn Oil & Gas,Rajasthan,7842621,317,L,INR,UB,46001866,false
