invoice_number,invoice_date,po_number,vendor_id,category_code,plant_code,invoice_value_inr,currency
5100020779,2025-10-12,4500013100,0000014312,072,1100,5393.48,INR
5100030379,2024-02-26,4500009484,0000012955,054,5500,11127.43,INR
5100010098,2025-05-19,4500002242,0000013253,014,3300,5644899.65,EUR
5100034481,2024-10-12,4500006686,0000012826,041,1100,94418.81,EUR
5100044063,2024-10-16,,0000014772,048,5500,32115.29,INR
5100038162,2024-09-24,,0000014061,070,1100,75280.33,INR
5100011070,2024-07-29,4500010093,0000013859,056,7700,9669.77,INR
5100022822,2025-01-11,4500007818,0000013164,047,7700,55059.99,INR
5100041097,2023-10-16,,0000014726,038,1100,3027.7,INR
5100031070,2024-05-22,4500012846,0000013385,071,1100,7871.59,INR
5100012774,2025-05-15,4500004481,0000013086,029,5500,550848.94,INR
5100017811,2024-06-25,4500002783,0000012630,016,4400,10567.88,INR
5100041284,2024-08-07,,0000014138,009,1100,76713.63,INR
5100017447,2025-01-26,4500004116,0000013082,027,4400,10177793.42,USD
5100018363,2023-01-31,4500003323,0000012743,018,5500,12203.66,INR
5100028749,2024-10-12,4500009706,0000015089,055,5500,10059.99,INR
5100034378,2023-06-16,4500011627,0000014942,064,6600,20157080.38,INR
5100009024,2025-06-28,4500007212,0000013086,044,7700,50184.43,INR
5100022952,2024-11-08,4500006688,0000014677,041,3300,1101874.48,INR
5100044433,2023-11-05,,0000012753,045,2200,49933.83,INR
5100024184,2025-10-30,4500010530,0000013456,059,4400,1369671.25,INR
5100007811,2023-05-05,4500000730,0000014642,005,5500,213505081.44,INR
5100011141,2023-06-21,4500002961,0000012689,017,6600,87235.37,INR
5100039000,2025-05-12,,0000013391,052,2200,172986.85,INR
5100023473,2023-10-25,4500011218,0000015095,062,5500,50298.13,INR
5100031878,2024-03-15,4500012500,0000014385,069,2200,138917.81,INR
5100035987,2025-11-03,4500000252,0000015105,002,6600,1142826.24,INR
5100030956,2024-11-19,4500010062,0000012450,056,1100,57212.8,INR
5100009591,2024-08-31,4500003196,0000013330,018,3300,14144.75,INR
5100009769,2025-08-11,4500001753,0000014527,010,4400,9295.52,INR
5100023965,2024-04-05,4500011652,0000014942,064,6600,51445.89,INR
5100007680,2023-04-22,4500012061,0000014523,067,1100,51456.85,INR
5100041138,2024-12-06,,0000014924,064,7700,179701.06,INR
5100039730,2023-09-16,,0000013038,039,7700,307495.39,INR
5100031207,2025-12-06,4500011390,0000012724,063,4400,46206.75,USD
5100037542,2023-12-23,4500001418,0000012354,009,5500,10112.88,INR
5100026115,2025-09-01,4500007082,0000013302,043,3300,101365.18,INR
5100015013,2023-09-28,4500001009,0000013109,007,5500,528774.52,INR
5100007974,2025-05-12,4500011334,0000014194,063,1100,50199.81,INR
5100025399,2025-05-05,4500004639,0000013527,030,1100,480220.8,INR
5100030861,2025-12-31,4500000340,0000015105,002,6600,502812.15,INR
5100013363,2023-10-21,4500014100,0000014555,075,6600,24109.69,INR
5100044142,2024-08-07,,0000014370,048,4400,35925.93,INR
5100003053,2023-05-31,4500007703,0000013164,047,6600,48040.62,INR
5100026097,2023-03-13,4500013923,0000013308,074,4400,5514.31,INR
5100030923,2023-09-30,4500007173,0000014354,044,5500,1679576.63,INR
5100013282,2023-11-22,4500010965,0000013186,061,6600,208512.5,INR
5100018834,2025-06-15,4500004301,0000012666,028,2200,509254.66,INR
5100004273,2024-12-26,4500000953,0000013109,007,6600,474009.32,INR
5100020712,2023-03-28,4500009445,0000014424,054,5500,14974.47,INR
5100002799,2023-12-09,4500013894,0000013312,074,2200,10853.47,INR
5100036233,2024-10-06,4500007022,0000013481,043,1100,187091.02,INR
5100037791,2025-07-19,4500000039,0000013965,001,3300,473991.26,INR
5100011730,2024-09-23,4500003836,0000014672,025,6600,474254.8,INR
5100026332,2025-02-22,4500001867,0000014125,011,4400,19179614.49,INR
5100026923,2023-09-24,4500010700,0000014186,060,3300,211624.87,INR
5100042904,2025-02-25,,0000013747,061,5500,2996552.92,INR
5100040310,2024-03-21,,0000013050,050,4400,94557.31,INR
5100004162,2024-08-28,4500013191,0000014341,072,2200,4932.84,INR
5100010746,2025-10-22,4500001170,0000013024,009,6600,13816364.32,INR
5100040922,2025-02-01,,0000014346,053,4400,520842.78,INR
5100014077,2025-07-18,4500001472,0000014424,010,4400,12779.54,INR
5100023832,2024-05-30,4500008601,0000013403,051,6600,24596.7,INR
5100043052,2025-07-07,,0000013894,052,4400,85075.75,INR
5100026396,2023-10-01,4500003284,0000013330,018,3300,152543.29,INR
5100044714,2024-08-19,,0000014880,012,3300,98019.86,INR
5100037133,2024-02-09,4500008579,0000014570,051,2200,74574.87,USD
5100009679,2025-03-14,4500009662,0000012805,055,2200,10059.45,INR
5100032629,2023-06-22,4500004565,0000013336,030,1100,843716.81,EUR
5100040208,2024-01-01,,0000014495,060,1100,140194.3,INR
5100014488,2023-07-27,4500003423,0000013598,019,7700,4896304.87,USD
5100015593,2023-04-23,4500001649,0000014424,010,5500,10646.97,INR
5100017605,2024-05-18,4500007252,0000014279,044,4400,51867.18,INR
5100041499,2024-06-25,,0000014683,018,7700,34478.06,INR
5100005020,2023-06-29,4500012148,0000013854,067,7700,1161124.91,INR
5100025264,2023-02-13,4500007271,0000014354,044,7700,51202.02,INR
5100011476,2025-10-14,4500002616,0000012672,016,7700,21269.72,INR
5100001034,2024-02-08,4500006823,0000013615,041,3300,98162.02,INR
5100039792,2024-10-21,,0000013970,044,6600,32178.69,INR
5100033271,2024-05-01,4500007230,0000014032,044,5500,101959.63,INR
5100028186,2024-08-29,4500004480,0000014410,029,5500,957851.03,INR
5100002952,2023-06-26,4500001600,0000014424,010,4400,22967.57,INR
5100040601,2025-05-09,,0000013901,045,2200,137877.55,INR
5100031796,2024-07-06,4500011597,0000012812,064,7700,51477.26,INR
5100004647,2024-09-18,4500006710,0000013645,041,1100,281041.58,INR
5100044618,2025-02-12,,0000013470,039,4400,217917.72,INR
5100007402,2023-05-01,4500002009,0000014621,012,2200,9946.71,INR
5100020117,2025-12-26,4500007493,0000013999,045,5500,243804.63,INR
5100001866,2023-11-08,4500009888,0000012805,055,3300,3645937.85,INR
5100040562,2024-03-20,,0000012549,024,6600,75275.43,INR
5100011925,2025-02-26,4500007864,0000013360,047,1100,955881.19,INR
5100041558,2025-08-22,,0000012692,040,2200,36032.84,INR
5100025013,2025-12-31,4500003060,0000014057,017,5500,9611.76,INR
5100013658,2023-12-24,4500008475,0000012786,050,7700,20176.23,INR
5100020416,2023-03-14,4500005596,0000012914,036,6600,1025995.07,INR
5100043265,2024-09-23,,0000013057,040,6600,74622.43,INR
5100021846,2025-05-29,4500000370,0000014163,003,6600,12193968.32,INR
5100001282,2024-01-25,4500006665,0000013428,041,5500,284646.8,INR
5100040467,2023-12-05,,0000013935,053,2200,354045.19,INR
5100027221,2025-07-22,4500006079,0000012348,039,7700,104648.28,INR
5100041780,2025-08-12,,0000015035,040,5500,4301884.69,INR
5100003707,2023-03-06,4500006127,0000013709,039,7700,120268.84,INR
5100026914,2025-03-15,4500006632,0000012354,041,4400,115794.71,INR
5100032170,2024-07-20,4500007986,0000013086,048,7700,812082.25,INR
5100036680,2023-08-03,4500002427,0000014699,015,6600,1835621.63,INR
5100025075,2024-03-24,4500000367,0000012435,003,4400,512235.5,INR
5100034750,2023-06-22,4500011171,0000014989,062,2200,72735.81,INR
5100017048,2023-06-13,4500008273,0000014041,049,3300,20169.59,INR
5100038094,2023-03-26,,0000014726,041,3300,208503.61,INR
5100024130,2023-03-05,4500000588,0000014303,004,3300,519903.77,INR
5100027030,2024-02-24,4500001008,0000013109,007,7700,9993714.39,INR
5100015041,2023-07-26,4500012745,0000013492,071,3300,4707.22,INR
5100041031,2025-12-30,,0000014741,053,4400,33280.2,INR
5100024448,2023-09-20,4500000419,0000014740,003,4400,529158.49,INR
5100032081,2025-12-31,4500000513,0000013022,003,4400,17846514.12,INR
5100006237,2024-05-05,4500014014,0000013079,075,4400,8006.34,INR
5100035249,2024-09-18,4500004604,0000013527,030,6600,513512.15,INR
5100025115,2023-03-08,4500004136,0000013698,027,5500,479766.62,USD
5100004152,2024-10-16,4500011692,0000013489,065,3300,50296.8,INR
5100010253,2023-03-20,4500009837,0000013024,055,5500,9616.13,INR
5100040967,2025-04-28,,0000013419,013,1100,19453.74,INR
5100028771,2025-03-27,4500004707,0000014806,031,6600,508711.14,INR
5100029818,2025-05-06,4500012913,0000013385,071,6600,12418.78,INR
5100025812,2024-03-13,4500004401,0000014410,029,2200,1268292.94,INR
5100018221,2025-10-15,4500005775,0000014885,037,2200,13505346.74,INR
5100028809,2025-04-20,4500009418,0000014411,054,7700,10243.51,INR
5100003154,2023-11-02,4500008400,0000014106,050,1100,18961.46,INR
5100009810,2025-08-11,4500013461,0000012826,073,3300,10108.57,INR
5100005766,2024-04-16,4500012515,0000014385,069,2200,51628.27,INR
5100030294,2024-03-18,4500007208,0000014354,044,4400,175483.98,INR
5100026343,2024-06-13,4500001541,0000014527,010,4400,10114.63,INR
5100035907,2024-04-02,4500003805,0000014672,025,3300,490394.03,INR
5100017456,2024-07-17,4500005781,0000014885,037,7700,92907.29,USD
5100042657,2025-07-19,,0000014875,042,5500,157440.78,INR
5100003025,2025-12-11,4500009246,0000014171,053,4400,19611.48,INR
5100020624,2025-07-17,4500011660,0000012812,064,7700,49562.72,INR
5100043435,2023-10-14,,0000013144,057,3300,101963.71,INR
5100014313,2025-08-11,4500003642,0000014652,023,4400,4942301.89,EUR
5100032686,2025-07-15,4500002662,0000013405,016,3300,9279.16,INR
5100040374,2024-11-12,,0000012539,041,2200,76299.77,INR
5100008494,2023-10-03,4500004374,0000014410,029,1100,7029083.26,INR
5100030446,2025-06-29,4500000937,0000012914,006,1100,484997.52,INR
5100002404,2023-04-11,4500007679,0000014951,046,6600,65411.61,INR
5100015061,2023-11-28,4500004497,0000015057,029,2200,634569.2,INR
5100020568,2023-08-29,4500004865,0000013972,031,6600,466564.5,INR
5100006689,2025-02-21,4500001368,0000013063,009,6600,13276.62,INR
5100001139,2023-08-27,4500001091,0000012470,008,3300,544215.92,INR
5100036288,2024-07-05,4500011079,0000012364,061,6600,249564.29,INR
5100008994,2025-08-23,4500008198,0000013086,048,3300,8665724.52,INR
5100028487,2024-05-21,4500009520,0000012876,054,3300,10867.18,INR
5100022121,2024-05-29,4500014039,0000012601,075,2200,15505.63,INR
5100000330,2024-03-04,4500000235,0000014045,002,7700,1173684.98,INR
5100004995,2024-06-25,4500001497,0000014527,010,3300,9975.52,INR
5100015356,2024-11-17,4500003014,0000014341,017,1100,9605.44,INR
5100042033,2024-09-25,,0000014361,048,7700,77026.23,INR
5100022014,2024-05-06,4500003786,0000014672,025,7700,488371.03,EUR
5100044130,2024-03-22,,0000012359,066,3300,82327.17,INR
5100036960,2023-08-22,4500003400,0000012470,019,1100,5479941.41,INR
5100008194,2025-04-03,4500000675,0000013793,004,3300,503850.57,INR
5100027136,2024-11-25,4500002973,0000013840,017,6600,10333.86,INR
5100040121,2024-03-01,,0000013951,045,6600,78321.9,INR
5100022390,2024-11-18,4500007004,0000012419,043,7700,98336.26,INR
5100020356,2024-08-27,4500005497,0000012390,036,6600,1032348.34,INR
5100028663,2025-07-02,4500013076,0000014938,072,7700,4720.53,INR
5100016790,2025-08-18,4500000732,0000014494,005,2200,1144474.5,INR
5100002817,2023-01-08,4500004777,0000014806,031,2200,655700.83,INR
5100021530,2024-04-04,4500006201,0000012345,039,2200,96499.56,INR
5100036097,2024-05-30,4500003896,0000014369,026,5500,510118.95,USD
5100010873,2024-07-31,4500004867,0000013972,031,6600,518512.07,INR
5100008473,2023-05-14,4500004860,0000014806,031,1100,584788.67,INR
5100036539,2024-05-08,4500003092,0000012689,017,6600,10049.57,INR
5100004305,2024-01-27,4500003071,0000013840,017,3300,9286.89,INR
5100008877,2024-09-30,4500007397,0000013137,045,4400,46938.99,INR
5100025079,2025-03-31,4500000089,0000013965,001,3300,522780.33,INR
5100018387,2024-07-21,4500008426,0000015041,050,1100,19870.16,INR
5100024381,2024-01-02,4500009339,0000012915,054,3300,10360.41,INR
5100002608,2025-07-08,4500010263,0000014418,057,3300,46040.31,INR
5100020602,2023-10-23,4500002695,0000012672,016,7700,18198.93,INR
5100013443,2024-05-16,4500001049,0000013057,008,6600,508552.22,INR
5100025830,2025-12-16,4500007221,0000014032,044,4400,53976.39,INR
5100017212,2025-10-17,4500007581,0000014951,046,6600,52876.98,INR
5100027070,2024-01-26,4500001830,0000014125,011,7700,9205.54,INR
5100031491,2024-03-30,4500013254,0000014898,072,1100,8970.84,EUR
5100044371,2025-02-08,,0000014986,063,6600,84941.19,INR
5100027179,2023-07-13,4500013851,0000012473,074,1100,5025.67,EUR
5100026721,2023-10-16,4500010022,0000014869,056,4400,10180.27,INR
5100032089,2023-12-17,4500013347,0000014527,073,7700,16019.21,INR
5100000758,2023-08-25,4500000397,0000014111,003,4400,588827.08,INR
5100042710,2024-03-19,,0000013983,018,1100,586773.85,INR
5100006650,2025-11-16,4500007958,0000012876,048,2200,50643.13,INR
5100042842,2024-04-08,,0000014953,067,1100,213499.76,INR
5100011100,2023-11-10,4500006902,0000013717,042,7700,110288.55,INR
5100020565,2023-08-13,4500013477,0000014424,073,7700,4945.96,INR
5100034979,2024-05-09,4500007773,0000013291,047,3300,144817.69,INR
5100025139,2024-01-20,4500005251,0000014555,034,1100,999521.91,INR
5100031536,2024-01-15,4500004281,0000012666,028,1100,505514.32,INR
5100015122,2024-09-24,4500002209,0000014901,013,5500,10345.74,INR
5100030040,2025-10-18,4500001136,0000012876,009,5500,383601.25,USD
5100021420,2024-08-02,4500005497,0000012390,036,6600,1187803.36,INR
5100004070,2023-04-28,4500001985,0000015067,012,2200,41687.18,INR
5100040472,2023-01-09,,0000012777,021,3300,1332982.11,INR
5100019625,2023-11-30,4500009635,0000014208,055,3300,14144.07,INR
5100006708,2023-08-12,4500008434,0000014971,050,6600,150733.64,EUR
5100039908,2023-05-07,,0000014125,062,5500,28449.16,INR
5100010941,2025-08-16,4500008883,0000013403,051,6600,15001949.53,INR
5100018415,2023-07-12,4500009949,0000012696,056,2200,9546.71,INR
5100005568,2025-04-29,4500004415,0000014410,029,4400,506901.03,INR
5100000341,2025-06-07,4500005270,0000014555,034,1100,1015170.41,INR
5100033967,2024-10-31,4500014248,0000013677,075,4400,7068.68,INR
5100000273,2025-04-22,4500012060,0000013854,067,4400,50026.64,INR
5100022809,2025-01-01,4500008931,0000014948,052,4400,20038.07,INR
5100042270,2025-02-11,,0000014009,056,6600,20720.86,INR
5100041969,2023-12-18,,0000014471,055,1100,16247.14,INR
5100030604,2023-03-03,4500014065,0000012935,075,6600,263870.44,INR
5100022237,2025-04-22,4500001921,0000013824,011,7700,19536.25,INR
5100042171,2024-11-02,,0000013344,031,4400,93962.14,INR
5100004615,2023-07-19,4500006366,0000013568,040,3300,141036.85,INR
5100010727,2025-01-25,4500001071,0000013544,008,3300,7329144.87,INR
5100044347,2024-10-29,,0000013847,060,5500,72773.51,INR
5100030389,2024-04-17,4500010846,0000013131,061,1100,203436.97,INR
5100000322,2024-10-26,4500004464,0000013670,029,1100,480627.53,INR
5100034727,2024-06-28,4500008924,0000014022,052,6600,50513.79,INR
5100024652,2025-08-26,4500007352,0000014138,045,5500,47968.09,INR
5100024650,2025-11-20,4500008769,0000014424,051,2200,54450.93,INR
5100027263,2024-05-23,4500006072,0000012348,039,1100,124250.07,INR
5100022817,2025-12-07,4500008835,0000014570,051,2200,41466.38,INR
5100044723,2023-08-26,,0000014027,040,4400,32288.31,INR
5100041353,2025-01-22,,0000014360,050,4400,217607.39,INR
5100032822,2024-06-04,4500001312,0000012692,009,5500,11090.3,INR
5100017766,2025-02-23,4500007300,0000014790,044,4400,532486.48,INR
5100032438,2025-05-22,4500008347,0000014514,049,2200,21041.01,INR
5100021669,2025-05-22,4500007121,0000014286,043,7700,112211959.04,INR
5100030641,2025-04-29,4500002242,0000013253,014,3300,9557.68,EUR
5100037601,2025-05-01,4500006705,0000012826,041,5500,375998.47,USD
5100010491,2025-08-06,4500008464,0000012786,050,2200,20090.45,INR
5100041309,2025-09-03,,0000014307,033,6600,203308.22,INR
5100033431,2025-03-12,4500007214,0000014543,044,7700,47251.97,EUR
5100003434,2025-12-25,4500004388,0000014410,029,5500,562378.91,INR
5100024126,2024-07-28,4500006973,0000013717,042,2200,97029.39,INR
5100002132,2023-10-14,4500010221,0000014418,057,5500,10336.62,INR
5100022633,2023-04-13,4500006817,0000012692,041,4400,98092.92,INR
5100040694,2025-09-29,,0000012712,057,4400,382959.19,INR
5100030421,2023-11-07,4500009461,0000014411,054,7700,9892.08,INR
5100037284,2025-01-28,4500009371,0000012863,054,3300,1028587.16,INR
5100030643,2025-05-27,4500013086,0000014154,072,5500,5372.25,INR
5100038783,2024-04-01,,0000012876,053,7700,18534.2,INR
5100012859,2025-01-02,4500007152,0000013481,043,2200,212275.36,INR
5100034993,2025-09-10,4500005879,0000013043,038,6600,300782.16,EUR
5100017114,2023-12-30,4500001215,0000012692,009,7700,10040.29,INR
5100001331,2025-08-12,4500012942,0000014020,071,6600,5306.42,INR
5100009826,2023-07-12,4500011534,0000014942,064,6600,425359.69,INR
5100016739,2025-12-31,4500004982,0000013741,032,7700,958107.05,INR
5100021340,2025-07-11,4500007718,0000013164,047,1100,49363.96,INR
5100031319,2025-09-05,4500012567,0000013247,070,5500,14814993.37,INR
5100003953,2023-08-06,4500001850,0000012466,011,7700,23174.5,INR
5100016951,2023-10-31,4500012190,0000013407,068,2200,49630.45,INR
5100029226,2024-09-12,4500009095,0000013646,053,2200,722339.75,EUR
5100000725,2023-10-16,4500006876,0000013717,042,3300,514383.24,INR
5100038801,2024-10-04,,0000013791,042,6600,26935.13,INR
5100011617,2023-12-17,4500008550,0000013302,050,4400,20905.28,INR
5100002265,2025-01-31,4500003102,0000013840,017,5500,10596.26,INR
5100023602,2025-09-09,4500009606,0000013047,055,5500,10463.47,INR
5100023978,2024-02-24,4500002598,0000012689,016,1100,64875.68,INR
5100026932,2023-07-12,4500012902,0000013520,071,6600,4890.73,INR
5100040370,2023-08-04,,0000013395,042,7700,319610.57,INR
5100043814,2025-10-14,,0000013734,050,2200,3876.89,INR
5100036978,2025-06-21,4500009009,0000015041,052,5500,21259.43,INR
5100040253,2024-09-19,,0000014866,048,3300,44752.1,INR
5100010036,2025-10-22,4500000900,0000013227,006,2200,492392.79,INR
5100035043,2025-11-10,4500003512,0000014652,020,7700,171473696.8,USD
5100037082,2025-08-30,4500004312,0000012408,028,2200,543667.17,INR
5100000103,2024-02-22,4500004516,0000013670,029,6600,984012.63,EUR
5100012075,2025-03-18,4500003978,0000014369,026,6600,8192508.27,INR
5100026592,2025-06-10,4500008182,0000014751,048,7700,45613.05,INR
5100016609,2024-12-21,4500008178,0000013186,048,1100,676774.26,INR
5100003929,2025-08-31,4500005352,0000014516,034,2200,1008612.92,INR
5100032225,2023-05-08,4500012485,0000014686,069,2200,51153.26,EUR
5100014749,2023-12-12,4500003947,0000014369,026,7700,479680.93,USD
5100000640,2023-08-22,4500008208,0000013086,048,5500,49341.09,INR
5100044989,2023-10-17,,0000012705,002,1100,100784.68,INR
5100015486,2024-02-14,4500011234,0000014394,062,5500,17963632.75,INR
5100044054,2023-06-28,,0000014996,005,4400,677673.36,INR
5100021434,2023-07-04,4500011741,0000013531,065,4400,354126.97,INR
5100018842,2025-12-22,4500000180,0000013527,001,3300,536475.03,INR
5100016185,2023-01-19,4500009575,0000012879,054,5500,9746.65,INR
5100041386,2025-02-19,,0000014229,046,1100,41264.54,INR
5100026541,2024-06-12,4500003028,0000013840,017,3300,9542.35,INR
5100018995,2025-08-25,4500002524,0000012955,016,7700,250513.73,INR
5100003548,2024-02-25,4500010574,0000013456,059,7700,188911.7,INR
5100017204,2023-07-20,4500009417,0000012915,054,5500,9332.61,INR
5100040745,2025-12-15,,0000012997,049,1100,11756.88,INR
5100017324,2024-02-14,4500003692,0000014061,024,1100,5416378.05,USD
5100044926,2024-02-16,,0000012960,040,4400,292685.63,INR
5100006211,2024-06-06,4500010964,0000012369,061,4400,201726.17,INR
5100000176,2025-02-25,4500001966,0000015067,012,5500,10016.58,INR
5100040201,2024-08-25,,0000013873,047,2200,335297.65,INR
5100024002,2025-08-28,4500001790,0000014615,010,4400,28183.45,EUR
5100002791,2023-10-23,4500005587,0000012390,036,4400,974810.98,INR
5100031426,2025-04-17,4500013517,0000013336,073,4400,4725.63,USD
5100024636,2024-12-03,4500006043,0000014014,039,7700,100429.95,INR
5100016332,2024-10-24,4500009393,0000014704,054,7700,34733.7,INR
5100026043,2025-03-15,4500008332,0000012601,049,5500,22654.47,INR
5100042410,2025-05-23,,0000014806,038,2200,212264.23,INR
5100002059,2024-03-27,4500000511,0000012527,003,4400,504848.42,INR
5100026542,2023-04-20,4500013777,0000013273,074,3300,5259.06,INR
5100033473,2024-05-31,4500006195,0000013645,039,7700,91802.56,INR
5100012266,2025-11-22,4500001345,0000012979,009,7700,50263.17,INR
5100036728,2025-06-30,4500002232,0000013253,014,3300,10187.45,INR
5100013681,2023-03-07,4500006854,0000013717,042,3300,112145.32,INR
5100043546,2023-03-02,,0000013135,067,6600,36244.47,INR
5100031717,2025-08-05,4500000215,0000015105,002,6600,548203.4,INR
5100037722,2023-06-21,4500012811,0000014410,071,2200,218370.16,INR
5100030398,2024-05-24,4500011406,0000012646,063,2200,10960652.37,INR
5100002182,2023-09-24,4500010509,0000013456,059,4400,206741.14,INR
5100023855,2024-10-28,4500003219,0000013330,018,4400,136047.04,INR
5100027373,2025-09-09,4500014001,0000015058,075,2200,4794.6,INR
5100009604,2024-02-02,4500007857,0000013360,047,6600,52151.72,INR
5100021465,2025-08-26,4500001349,0000012902,009,7700,13522.46,INR
5100013426,2024-08-14,4500002301,0000013253,014,5500,63298.22,INR
5100009798,2023-09-24,4500010881,0000012369,061,7700,198853.47,INR
5100024936,2025-12-31,4500012164,0000014523,067,2200,53393.1,INR
5100008178,2024-11-18,4500001803,0000014125,011,4400,10502.69,INR
5100041731,2025-02-24,,0000015023,012,6600,578820.21,INR
5100006217,2024-03-20,4500006235,0000013631,039,1100,108926529.72,USD
5100018376,2023-07-26,4500008870,0000014465,051,1100,18272.65,INR
5100032493,2023-11-24,4500004972,0000013646,032,7700,4357461.63,INR
5100010009,2024-03-17,4500006484,0000013175,040,1100,1572906.08,INR
5100033364,2023-12-04,4500003958,0000014369,026,7700,474743.56,USD
5100008247,2025-04-30,4500008048,0000012826,048,6600,49012.72,INR
5100016851,2025-03-06,4500012568,0000014924,070,3300,55385.51,INR
5100042662,2023-06-07,,0000013960,059,1100,76371.97,INR
5100006365,2024-03-12,4500002748,0000012647,016,6600,11775.22,INR
5100017208,2023-07-07,4500008273,0000014041,049,3300,19076.92,INR
5100015421,2023-03-13,4500001596,0000014666,010,7700,10020.15,INR
5100009935,2023-05-14,4500008324,0000012601,049,3300,25405.23,INR
5100038785,2024-05-07,,0000014913,057,3300,104570.75,INR
5100012101,2023-12-01,4500010171,0000014418,057,4400,9661.5,INR
5100002863,2024-08-26,4500012413,0000013495,069,4400,51703.4,INR
5100022915,2023-03-21,4500006809,0000012692,041,5500,106773.4,INR
5100004264,2023-11-08,4500006637,0000013428,041,1100,217975.9,INR
5100032795,2025-03-19,4500011478,0000012646,063,2200,142412.44,INR
5100033668,2023-08-24,4500003438,0000014652,020,7700,5516879.65,USD
5100030424,2024-05-15,4500011622,0000012812,064,5500,46972.95,INR
5100013745,2023-11-29,4500010937,0000013149,061,5500,194238.41,INR
5100003609,2025-10-23,4500008650,0000013403,051,1100,30431.41,INR
5100008442,2025-12-19,4500004455,0000013670,029,2200,495183.77,INR
5100002893,2024-10-13,4500006492,0000013175,040,5500,106467.28,INR
5100005466,2023-10-16,4500006203,0000013631,039,7700,101467.69,USD
5100009060,2025-08-09,4500003569,0000013867,022,7700,4974474.24,USD
5100019998,2025-05-30,4500010991,0000013685,061,6600,217135.3,INR
5100015813,2025-04-20,4500001849,0000013405,011,7700,16006.65,INR
5100011902,2024-08-09,4500012777,0000013520,071,2200,4844.97,INR
5100027203,2023-07-17,4500012554,0000013247,070,3300,69208.86,INR
5100020260,2024-06-13,4500001630,0000014411,010,7700,10380.54,INR
5100005216,2023-11-29,4500000660,0000013793,004,3300,507464.45,INR
5100029080,2024-06-20,4500012562,0000014924,070,1100,97625.16,INR
5100000292,2025-12-27,4500010751,0000014186,060,4400,198659.76,INR
5100041008,2023-03-19,,0000013262,041,6600,415571.05,INR
5100017364,2023-09-14,4500009744,0000013024,055,1100,10390.71,INR
5100042088,2023-07-17,,0000013712,021,6600,1870020.0,INR
5100027853,2023-09-12,4500003144,0000012689,017,1100,10877.41,INR
5100020868,2025-11-17,4500008490,0000013101,050,4400,20796.31,EUR
5100020576,2024-10-15,4500001039,0000013544,008,6600,802210.84,INR
5100000351,2024-05-24,4500011920,0000013840,066,4400,54692.42,INR
5100027191,2023-06-19,4500003091,0000012672,017,6600,9921.5,INR
5100011616,2023-04-18,4500007524,0000013107,046,7700,91160.18,EUR
5100018154,2024-11-18,4500001139,0000012979,009,5500,14161.9,INR
5100042485,2025-02-03,,0000013531,021,3300,184221.25,INR
5100041617,2023-02-10,,0000014312,068,1100,78317.27,INR
5100018679,2025-11-29,4500007539,0000014951,046,3300,49201.52,INR
5100012080,2024-07-25,4500010232,0000012902,057,6600,10641.89,INR
5100020937,2024-05-09,4500010923,0000012364,061,4400,243589.23,INR
5100030213,2025-02-10,4500008271,0000014041,049,5500,19477.81,INR
5100043549,2025-02-19,,0000014745,045,2200,40691.36,INR
5100040931,2025-06-19,,0000015101,054,4400,12284.23,INR
5100040526,2024-11-27,,0000012620,009,4400,509638.4,INR
5100011433,2023-07-06,4500008357,0000014041,049,2200,20303.36,INR
5100031967,2023-02-28,4500007158,0000013481,043,2200,100916.49,INR
5100044773,2023-10-29,,0000013271,013,7700,14089.45,INR
5100006231,2023-04-08,4500002125,0000013776,012,6600,9819.12,INR
5100016048,2025-08-19,4500007721,0000013031,047,1100,92173.4,INR
5100029744,2025-02-05,4500000990,0000013109,007,5500,551690.03,INR
5100019243,2025-12-07,4500000346,0000014163,003,5500,675421.66,INR
5100032645,2025-12-31,4500000347,0000014740,003,5500,1337341.6,INR
5100011313,2025-11-18,4500012605,0000013492,071,7700,4672.83,INR
5100005356,2024-08-30,4500002846,0000014035,017,5500,13028.24,INR
5100008920,2023-08-03,4500013797,0000012718,074,7700,8101.83,INR
5100015980,2024-12-14,4500002006,0000015067,012,6600,18143.39,INR
5100000681,2024-03-23,4500001581,0000014424,010,3300,565689.84,INR
5100040143,2025-05-07,,0000013946,038,4400,213710.34,INR
5100035377,2025-10-21,4500011036,0000013615,061,7700,178660.06,INR
5100035465,2025-09-17,4500006500,0000014655,040,1100,517619.45,INR
5100024216,2023-03-09,4500006166,0000012879,039,4400,95375480.99,INR
5100018920,2023-12-10,4500010792,0000013847,060,4400,393069.66,INR
5100026481,2025-10-06,4500003800,0000014672,025,1100,479562.69,INR
5100016123,2023-02-20,4500006851,0000013717,042,2200,9888480.31,INR
5100019828,2025-03-10,4500001573,0000014527,010,5500,397908.34,INR
5100037136,2023-05-20,4500004445,0000014410,029,1100,21379997.56,INR
5100031758,2023-08-26,4500005065,0000014242,033,3300,1006337.66,INR
5100007104,2023-09-29,4500003257,0000012439,018,3300,15085.52,USD
5100019287,2024-08-08,4500004405,0000014410,029,6600,615869.0,INR
5100026166,2025-03-27,4500000237,0000015105,002,7700,508108.65,INR
5100024556,2023-06-14,4500007179,0000014279,044,5500,128998.42,INR
5100023370,2025-06-11,4500005029,0000013646,032,3300,1067192.59,INR
